id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31840,Serviced apartment in Florence · ★4.65 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77709,11.25216,Private room,191,1,128,2023-09-04,0.79,30,335,6,
32120,Rental unit in Florence · ★4.88 · 1 bedroom · 1 bed · 1 bath,99235,Lucia,,Gavinana Galluzzo,43.76157,11.27741,Entire home/apt,95,1,26,2023-07-17,0.16,1,52,6,
32180,Condo in Florence · ★4.77 · 2 bedrooms · 4 beds · 2 baths,13925330,Cesare,,Centro Storico,43.76832,11.24348,Entire home/apt,105,6,31,2023-08-05,0.19,2,275,8,
32395,Bed and breakfast in Florence · ★4.84 · 1 bedroom · 1 bed · 1 private bath,140170,Fabio,,Centro Storico,43.76268,11.24149,Hotel room,70,1,662,2023-08-28,4.15,5,9,76,06139100488
39115,Home in Florence · ★4.56 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,70,2023-07-24,0.44,11,276,12,
39165,Home in Florence · ★4.25 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,110,2,19,2023-06-05,0.12,11,277,4,
39822,Rental unit in Florence · ★4.43 · 2 bedrooms · 2 beds · 1 bath,154769,Matilde,,Centro Storico,43.76742,11.24378,Entire home/apt,110,4,30,2023-09-10,0.19,3,316,4,
43369,Rental unit in Florence · ★4.75 · 2 bedrooms · 1 bed · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76944,11.26331,Entire home/apt,176,3,8,2023-08-24,0.07,97,0,1,048017LTN4271
44781,Condo in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,33210,Rocco,,Centro Storico,43.76418,11.24618,Entire home/apt,174,4,378,2023-09-09,2.41,1,172,37,048017LTN10917
45606,Rental unit in Florence · ★4.75 · 1 bedroom · 4 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.7728,11.23746,Entire home/apt,84,4,436,2023-08-23,2.93,3,222,18,
46520,Serviced apartment in Florence · ★4.72 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77699,11.25216,Private room,199,1,101,2023-09-11,0.64,30,339,6,
46523,Serviced apartment in Florence · ★4.65 · 1 bedroom · 1 bed · 1 private bath,380378,Officina 360,,Centro Storico,43.77704,11.25217,Private room,143,1,249,2023-08-12,1.58,30,346,12,
46524,Serviced apartment in Florence · ★4.72 · 1 bedroom · 2 beds · 1 private bath,380378,Officina 360,,Centro Storico,43.777,11.25216,Private room,203,1,105,2023-08-21,0.70,30,342,18,
47498,Serviced apartment in Florence · ★4.58 · 1 bedroom · 1 bed · 2 shared baths,215302,Darko,,Centro Storico,43.77386,11.25028,Private room,73,2,520,2023-08-13,3.30,3,28,14,
48372,Home in Florence · ★4.44 · 1 bedroom · 1 bed · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,72,2,16,2023-07-26,0.11,11,326,8,
52543,Rental unit in Florence · ★4.75 · 2 bedrooms · 3 beds · 2 baths,202686,Tarcisio,,Isolotto Legnaia,43.77175,11.2364,Entire home/apt,84,4,215,2023-08-28,1.43,3,135,15,
52545,Rental unit in Florence · ★4.76 · 1 bedroom · 2 beds · 1 bath,202686,Tarcisio,,Isolotto Legnaia,43.77164,11.23819,Entire home/apt,84,4,209,2023-08-30,1.45,3,123,4,
57542,Rental unit in Florence · ★4.48 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77236,11.24787,Entire home/apt,110,3,127,2023-09-08,0.83,16,287,10,048017ltn1192
57644,Rental unit in Florence · ★4.82 · 1 bedroom · 2 beds · 1 bath,274758,Francesco,,Centro Storico,43.77713,11.26182,Entire home/apt,131,3,102,2023-08-24,0.69,5,134,14,
57767,Rental unit in Florence · ★4.91 · 3 bedrooms · 3 beds · 2 baths,274758,Francesco,,Centro Storico,43.76728,11.25066,Entire home/apt,207,2,111,2023-08-17,0.77,5,199,20,
57859,Rental unit in Florence · ★4.69 · 1 bedroom · 1 bed · 1 bath,274074,Elly,,Centro Storico,43.77613,11.25492,Entire home/apt,130,3,194,2023-08-13,1.30,16,327,18,048017LTN7393
60838,Rental unit in Florence · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,293716,Paolo,,Centro Storico,43.77263,11.26316,Entire home/apt,112,4,113,2023-08-21,0.75,1,194,18,
64023,Rental unit in Florence · ★4.86 · 1 bedroom · 1 bed · 1 bath,96905,Elisabetta And Claudia,,Centro Storico,43.77089,11.25966,Entire home/apt,111,3,185,2023-08-06,1.24,3,311,21,
66045,Rental unit in Florence · ★4.64 · 1 bedroom · 2 beds · 1 bath,323151,Mauro,,Campo di Marte,43.78262,11.26856,Entire home/apt,90,3,96,2018-04-30,0.62,4,255,0,
66353,Rental unit in Florence · ★4.67 · 3 bedrooms · 3 beds · 3 baths,323151,Mauro,,Centro Storico,43.77055,11.26723,Entire home/apt,130,3,28,2023-07-01,0.18,4,339,5,
66598,Rental unit in Florence · ★4.87 · 2 bedrooms · 4 beds · 2 baths,323151,Mauro,,Centro Storico,43.76787,11.26324,Entire home/apt,150,3,138,2023-08-15,0.93,4,326,7,
66903,Rental unit in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,328936,Stefano,,Centro Storico,43.77591,11.25846,Entire home/apt,87,5,27,2023-08-04,0.18,1,212,16,048017LTN0185
67725,Home in Florence · ★4.0 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,128,2,9,2022-12-01,0.08,11,337,3,
68273,Rental unit in Florence · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,338220,Allegra,,Centro Storico,43.77931,11.25805,Entire home/apt,124,3,44,2022-10-31,0.29,1,0,4,
70885,Home in Florence · ★4.35 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,31,2023-08-03,0.21,11,283,7,
71605,Home in Florence · ★4.17 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,110,2,24,2023-04-16,0.16,11,269,2,
73345,Rental unit in Florence · ★4.68 · 1 bedroom · 2 beds · 1 bath,382561,Ati,,Centro Storico,43.76971,11.2518,Entire home/apt,189,3,148,2023-07-28,1.65,3,323,25,
73739,Rental unit in Florence · ★4.55 · 1 bedroom · 2 beds · 1 bath,385786,Dante,,Isolotto Legnaia,43.76988,11.23978,Entire home/apt,99,3,45,2023-02-18,0.30,1,103,4,
74682,Rental unit in Florence · ★4.76 · 1 bedroom · 1 bed · 1 bath,386165,Gian,,Centro Storico,43.77243,11.24519,Entire home/apt,85,2,1014,2023-08-30,6.70,1,252,91,
75803,Bed and breakfast in Scandicci · ★4.80 · 2 bedrooms · 8 beds · 2 baths,403066,Paola,,Gavinana Galluzzo,43.74384,11.21331,Private room,300,2,10,2023-07-22,0.07,3,329,1,
77570,Rental unit in Florence · ★4.93 · 2 bedrooms · 3 beds · 2 baths,416144,Massimiliano,,Centro Storico,43.77272,11.25914,Entire home/apt,222,2,697,2023-09-13,5.37,2,201,99,048017LTN10560
80693,Rental unit in Florence · ★4.45 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,399,3,11,2022-08-31,0.11,97,17,0,048017LTN3741
80694,Rental unit in Florence · ★4.32 · 2 bedrooms · 4 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.77556,11.26009,Entire home/apt,314,3,26,2023-07-06,0.17,97,236,2,048017LTN3742
81606,Rental unit in Florence · ★4.57 · 2 bedrooms · 6 beds · 2 baths,434231,Magda,,Centro Storico,43.7736,11.25881,Entire home/apt,140,5,7,2022-05-20,0.05,3,286,0,
82478,Rental unit in Florence · ★4.82 · 1 bedroom · 4 beds · 1 bath,434231,Magda,,Centro Storico,43.77551,11.25912,Entire home/apt,146,30,11,2023-08-31,0.13,3,220,3,
82496,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,434231,Magda,,Centro Storico,43.7755,11.25826,Entire home/apt,140,6,0,,,3,303,0,
82626,Home in Florence · ★4.42 · 1 bedroom · 2 beds · 0 baths,167739,Lorenzo,,Centro Storico,43.77525,11.25258,Private room,89,2,19,2023-04-20,0.13,11,267,2,
83045,Rental unit in Florence · ★4.72 · 5 bedrooms · 5 beds · 3 baths,405852,Michele,,Centro Storico,43.76807,11.25997,Entire home/apt,450,3,222,2023-08-26,1.64,1,241,20,
83281,Condo in Florence · ★4.75 · 1 bedroom · 1 bed · 1 bath,453940,Niccolò,,Centro Storico,43.76947,11.254953,Entire home/apt,139,2,32,2023-08-05,0.52,1,337,28,
84726,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.76207,11.24275,Entire home/apt,110,4,107,2023-09-10,0.71,3,307,9,
84829,Rental unit in Florence · ★4.96 · 1 bedroom · 2 beds · 1 bath,463865,Alessandro,,Centro Storico,43.77358,11.25723,Entire home/apt,130,4,128,2023-09-12,0.85,1,218,22,
89856,Rental unit in Florence · ★4.88 · 2 bedrooms · 3 beds · 1 bath,488317,Diana,,Centro Storico,43.76801,11.26212,Entire home/apt,180,2,159,2023-09-05,1.16,40,230,26,048017LTN3278
90557,Rental unit in Florence · ★4.84 · 1 bedroom · 3 beds · 1.5 baths,490856,Maya,,Campo di Marte,43.77017,11.27702,Entire home/apt,86,1,90,2023-09-08,0.79,2,318,30,
94913,Rental unit in Florence · ★4.74 · 1 bedroom · 2 beds · 1 private bath,506219,Elisabetta,,Centro Storico,43.76971,11.24542,Private room,75,2,462,2023-08-26,3.09,1,291,73,
105652,Condo in Florence · ★4.65 · 3 bedrooms · 7 beds · 2 baths,5033794,Artan,,Centro Storico,43.77598,11.2548,Entire home/apt,156,60,410,2020-02-28,2.73,5,0,0,
106407,Rental unit in Florence · ★4.40 · 4 bedrooms · 7 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.76977,11.26376,Entire home/apt,623,3,41,2023-09-11,0.28,97,284,4,048017LTN4274
109302,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 private bath,564660,Manuela,,Centro Storico,43.77082,11.25711,Private room,65,2,116,2023-06-19,0.78,1,287,10,
122324,Villa in Florence · ★4.88 · 5 bedrooms · 9 beds · 6 baths,613199,Lorenzo,,Campo di Marte,43.809939105084545,11.273253396410807,Entire home/apt,660,4,32,2023-08-05,0.24,2,264,10,048017LTN4431
124134,Rental unit in Florence · ★4.62 · 2 bedrooms · 4 beds · 1.5 baths,616226,Christina,,Isolotto Legnaia,43.77423,11.23028,Entire home/apt,130,3,217,2023-08-28,1.46,2,194,17,
128095,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,633736,Fernanda,,Centro Storico,43.77412,11.24568,Private room,106,3,151,2023-05-06,1.09,3,305,1,
129927,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,640338,Bettina,,Centro Storico,43.77471850305955,11.2559369778253,Entire home/apt,160,3,109,2022-10-27,0.75,1,11,3,
132401,Condo in Florence · ★4.66 · 1 bedroom · 2 beds · 1 bath,650687,Adriano,,Centro Storico,43.77059,11.26509,Entire home/apt,95,2,252,2023-09-06,1.70,1,301,43,
132955,Home in Florence · ★4.60 · 1 bedroom · 2 beds · 1 private bath,653025,Alessandro,,Centro Storico,43.76035,11.24044,Private room,40,2,55,2022-10-31,0.38,1,75,2,
133197,Rental unit in Florence · ★4.77 · 1 bedroom · 1 bed · 1 private bath,654278,Paolo,,Centro Storico,43.78213,11.24163,Private room,61,1,587,2023-09-11,3.94,1,310,81,
133411,Home in Florence · ★4.55 · 1 bedroom · 2 beds · 1 private bath,167739,Lorenzo,,Centro Storico,43.77533,11.25254,Private room,110,2,20,2023-06-05,0.17,11,269,6,
136910,Rental unit in Florence · ★4.89 · 1 bedroom · 1 bed · 1 bath,669847,Alberto,,Centro Storico,43.77111,11.24893,Entire home/apt,75,7,73,2023-07-22,0.59,2,317,10,
138936,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,525814,Isabella,,Centro Storico,43.77579,11.24643,Private room,51,2,107,2023-06-19,0.73,1,43,5,
141661,Rental unit in Florence · ★4.88 · 3 bedrooms · 8 beds · 2 baths,688861,Massimo,,Centro Storico,43.77255,11.26408,Entire home/apt,393,2,51,2023-06-03,0.37,4,39,8,
142389,Rental unit in Florence · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76958,11.26351,Entire home/apt,164,3,1,2012-04-14,0.01,97,0,0,048017LTN4060
142416,Rental unit in Florence · ★4.27 · 1 bedroom · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.7702,11.26215,Entire home/apt,165,3,11,2019-04-25,0.14,97,0,0,
146732,Rental unit in Florence · ★4.73 · 2 bedrooms · 2 beds · 1 bath,709145,Marco,,Centro Storico,43.7622,11.2431,Entire home/apt,61,2,11,2020-01-05,0.15,1,0,0,
147220,Rental unit in Florence · ★4.52 · 3 bedrooms · 5 beds · 2 baths,4156491,Apartments Florence,,Centro Storico,43.77569,11.25229,Entire home/apt,720,3,82,2023-08-13,0.57,97,292,7,048017LTN3439
150675,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77522,11.25454,Private room,140,2,775,2023-09-04,5.31,14,225,51,
160310,Rental unit in Florence · ★4.92 · 2 bedrooms · 1 bed · 1 bath,221145261,Stefano,,Centro Storico,43.77521,11.24534,Entire home/apt,117,1,363,2023-09-05,2.48,2,190,68,
160352,Rental unit in Florence · ★4.91 · 1 bedroom · 1 bed · 1 bath,221145261,Stefano,,Centro Storico,43.77586,11.2443,Entire home/apt,104,1,396,2023-09-13,2.85,2,184,73,
160366,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.77427,11.24729,Entire home/apt,87,1,652,2023-09-07,4.49,2,116,37,
160399,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,768323,Paolo,,Centro Storico,43.76584,11.2544,Entire home/apt,95,1,458,2023-09-06,3.14,2,184,17,
161134,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,992661,David,,Isolotto Legnaia,43.77278,11.23709,Entire home/apt,180,1,3,2022-06-14,0.18,1,286,0,
162132,Rental unit in Florence · ★4.06 · 2 bedrooms · 2 beds · 1 bath,646917,Daniela,,Campo di Marte,43.78933,11.27226,Entire home/apt,136,4,18,2022-06-20,0.13,1,329,0,
174420,Rental unit in Florence · ★4.67 · 2 bedrooms · 1 bed · 1.5 baths,833421,Valentina,,Centro Storico,43.77225,11.24849,Entire home/apt,53,5,154,2023-09-13,1.06,1,199,35,
181844,Rental unit in Florence · ★4.95 · 2 bedrooms · 2 beds · 1 bath,665583,Margherita,,Centro Storico,43.76506,11.24467,Entire home/apt,150,30,20,2023-07-28,0.16,1,258,6,
182984,Rental unit in Florence · ★4.36 · 1 bedroom · 3 beds · 1 bath,877420,Filippo,,Centro Storico,43.76554,11.2586,Entire home/apt,104,6,15,2023-04-30,0.13,1,210,3,
189586,Rental unit in Florence · ★4.52 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Campo di Marte,43.77069,11.27713,Entire home/apt,140,4,45,2023-03-31,0.35,2,246,2,
191323,Rental unit in Florence · ★4.63 · 1 bedroom · 2 beds · 1 bath,914650,Thomas,,Centro Storico,43.77178,11.26133,Entire home/apt,140,4,73,2022-08-02,0.50,2,290,0,
193675,Rental unit in Florence · ★4.26 · 1 bedroom · 1 bed · 1 bath,939139,Monica,,Centro Storico,43.76778,11.24119,Entire home/apt,98,2,103,2023-07-07,0.71,1,261,18,
197711,Condo in Florence · ★4.83 · 1 bedroom · 2 beds · 1.5 baths,294068,Cheti,,Centro Storico,43.77249,11.26121,Entire home/apt,131,2,90,2023-07-27,1.02,1,321,6,
201931,Rental unit in Florence · ★4.91 · 1 bedroom · 2 beds · 1 bath,988127,Paolo,,Rifredi,43.78437938421835,11.253579331814272,Entire home/apt,225,1,61,2023-05-19,0.44,2,163,4,201931
205228,Bed and breakfast in Florence · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,1008798,Massimo,,Centro Storico,43.77987,11.24381,Hotel room,77,2,46,2023-08-25,0.33,4,295,32,
209838,Loft in Florence · ★4.59 · 1 bedroom · 2 beds · 1 bath,1034057,Tommaso&Eleonora,,Centro Storico,43.77318,11.24431,Entire home/apt,120,2,370,2023-09-07,2.61,2,293,53,048017LTN2904
212107,Rental unit in Florence · ★4.60 · 1 bedroom · 4 beds · 2 shared baths,705513,Giovanpaolo,,Centro Storico,43.76499,11.25764,Private room,69,3,11,2023-08-14,0.11,4,0,8,
222527,Rental unit in Sesto Fiorentino · ★4.85 · 1 bedroom · 3 beds · 1 bath,804468,Mario,,Rifredi,43.82005,11.22004,Entire home/apt,300,2,284,2022-05-30,1.96,2,89,0,
224562,Condo in Florence · ★4.64 · 1 bedroom · 1 bed · 1 bath,1168814,Andrea,,Centro Storico,43.772,11.26142,Entire home/apt,150,3,99,2023-09-01,0.71,1,324,11,
224669,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,1169561,Silverio,,Campo di Marte,43.76796,11.2714,Entire home/apt,86,2,56,2023-08-12,0.89,3,155,20,
227059,Home in Florence · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,1184498,Enrico,,Centro Storico,43.77022,11.2561,Private room,39,3,448,2023-08-17,3.44,1,28,66,
230853,Rental unit in Florence · ★4.84 · 1 bedroom · 2 beds · 1 private bath,1206885,Mariam,,Campo di Marte,43.77388,11.2844,Private room,60,3,538,2023-09-09,3.92,1,299,59,prot. 296885 pratica 7649/2014/SUAP Firenze pratica telematica MRDMRM51H67Z224N-01122014-1431
238351,Rental unit in Florence · ★4.79 · 1 bedroom · 1 bed · 1 bath,866134,Enrica,,Centro Storico,43.76914,11.24193,Entire home/apt,95,7,57,2023-08-26,0.41,1,140,10,
240985,Rental unit in Florence · ★4.83 · 1 bedroom · 1 bed · 1 private bath,681999,Cristina,,Centro Storico,43.77701,11.25421,Private room,80,3,443,2023-09-03,3.06,1,11,62,
248623,Rental unit in Florence · ★4.56 · 2 bedrooms · 2 beds · 1 bath,1302596,Rita,,Centro Storico,43.7723,11.2616,Entire home/apt,120,3,90,2023-07-03,0.65,1,319,10,048017LTN3181
249512,Rental unit in Florence · ★5.0 · 4 bedrooms · 6 beds · 4 baths,1224280,Enrico,,Campo di Marte,43.76736,11.27223,Entire home/apt,1200,1,4,2023-06-29,0.05,2,159,1,
250470,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,1312791,Massimo,,Centro Storico,43.78118,11.23266,Entire home/apt,120,3,147,2023-09-08,1.07,1,291,21,
251811,Rental unit in Florence · ★4.78 · 2 bedrooms · 6 beds · 1 bath,274074,Elly,,Centro Storico,43.7733,11.24754,Entire home/apt,150,3,195,2023-09-05,1.37,16,317,22,048017LTN3635
255154,Rental unit in Florence · ★4.77 · 2 bedrooms · 4 beds · 1.5 baths,1340797,Bitte,,Campo di Marte,43.76813583209722,11.280788866715433,Entire home/apt,140,2,211,2023-06-29,1.69,2,227,12,
261609,Bed and breakfast in Florence · ★4.38 · 1 bedroom · 1 bed · 1 bath,1372403,Donatella,,Centro Storico,43.77455,11.23997,Private room,83,2,10,2023-05-13,0.07,3,132,1,
264971,Rental unit in Florence · ★4.80 · 1 bedroom · 1 bed · 1 bath,1390015,Antonella,,Campo di Marte,43.76999,11.30511,Private room,1000,300,80,2015-10-07,0.56,1,355,0,
270205,Rental unit in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,1414775,Fernando,,Centro Storico,43.77299,11.26279,Entire home/apt,154,4,201,2023-09-12,1.44,2,156,20,048017LTN1842
271153,Rental unit in Florence · ★4.47 · 1 bedroom · 1 bed · 1 bath,264805,L&L,,Campo di Marte,43.78202,11.32323,Entire home/apt,63,2,357,2023-09-02,2.51,1,344,40,
273691,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1 private bath,725879,Nadja Maria,,Centro Storico,43.77531,11.25456,Private room,166,2,720,2023-08-11,5.05,14,239,28,
279009,Condo in Florence · ★4.74 · 1 bedroom · 1 bath,45991,Elena,,Centro Storico,43.77326,11.24596,Entire home/apt,127,3,310,2023-09-08,2.31,1,332,38,
279656,Home in Florence · ★4.79 · 1 bedroom · 4 beds · 2 baths,274074,Elly,,Centro Storico,43.764389,11.261067,Entire home/apt,130,3,54,2023-09-09,0.39,16,324,11,048017LTN4584
281491,Rental unit in Florence · ★4.17 · 1 bedroom · 2 beds · 1 bath,1468173,Roberto,,Centro Storico,43.77453,11.25684,Entire home/apt,95,2,61,2023-09-02,0.44,2,300,13,
296113,Rental unit in Florence · ★4.82 · 1 bedroom · 2 beds · 1 bath,1527944,Giovanni,,Centro Storico,43.7681,11.2564,Entire home/apt,230,2,280,2023-09-11,2.03,5,326,61,
297891,Rental unit in Florence · ★4.65 · Studio · 1 bed · 1 bath,154769,Matilde,,Centro Storico,43.7689,11.24409,Entire home/apt,75,4,43,2023-09-10,0.30,3,107,15,
298143,Rental unit in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,1184644,Samuel & Paolo For Firenze Rentals®,,Centro Storico,43.77203,11.25575,Entire home/apt,164,1,524,2023-08-30,3.76,17,306,49,
316854,Villa in Province of Florence · ★4.92 · 1 bedroom · 2 beds · 1 bath,1626964,Federica,,Campo di Marte,43.79101,11.29321,Entire home/apt,94,3,145,2023-09-04,1.08,2,155,17,
316984,Rental unit in Florence · ★4.37 · 1 bedroom · 1 bed · 1 bath,167739,Lorenzo,,Centro Storico,43.77525,11.25259,Entire home/apt,139,2,28,2022-11-29,0.22,11,329,4,
332488,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 2 baths,1286344,Mario,,Centro Storico,43.77977,11.257221,Entire home/apt,320,7,20,2023-06-14,0.18,1,354,5,
336259,Rental unit in Florence · ★4.79 · 2 bedrooms · 3 beds · 1.5 baths,1702993,Marusca,,Centro Storico,43.7686,11.25324,Entire home/apt,180,3,131,2023-09-03,0.97,8,266,22,
336260,Rental unit in Florence · ★4.96 · 2 bedrooms · 3 beds · 1 bath,1702993,Marusca,,Centro Storico,43.76752,11.25266,Entire home/apt,175,3,119,2023-07-25,0.86,8,140,11,
339138,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,1091803,Giuseppe,,Campo di Marte,43.77893,11.26936,Private room,52,4,21,2021-11-02,0.15,1,31,0,
341907,Rental unit in Florence · ★4.89 · 2 bedrooms · 4 beds · 1.5 baths,1734679,Susanna + Sandro,,Centro Storico,43.76957,11.26455,Entire home/apt,79,2,230,2020-01-23,1.64,1,0,0,
343773,Loft in Florence · ★4.98 · 1 bedroom · 2 beds · 1 bath,1744286,Chiara,,Centro Storico,43.77427,11.26205,Entire home/apt,140,2,453,2023-09-09,3.33,1,182,50,
345815,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,1753956,Tommaso,,Campo di Marte,43.81893,11.28034,Entire home/apt,150,3,1,2016-06-11,0.01,1,0,0,
346237,Rental unit in Florence · ★4.61 · 2 bedrooms · 3 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77133,11.31963,Entire home/apt,176,5,24,2023-08-07,0.31,5,208,4,
346238,Rental unit in Florence · ★4.65 · 1 bedroom · 1 bed · 1 bath,1755313,Simone,,Campo di Marte,43.77119,11.31819,Entire home/apt,148,6,28,2023-08-31,0.32,5,205,3,
346239,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,1755313,Simone,,Campo di Marte,43.77149,11.31847,Entire home/apt,152,5,36,2023-06-16,0.36,5,212,2,
347062,Rental unit in Florence · ★4.77 · 3 bedrooms · 7 beds · 2 baths,1759485,Filippo,,Isolotto Legnaia,43.77217,11.23438,Entire home/apt,440,1,13,2023-01-06,0.11,1,114,1,
347729,Condo in Florence · ★4.78 · 3 bedrooms · 5 beds · 3 baths,731736,Felice,,Rifredi,43.8026,11.2378,Entire home/apt,290,5,83,2017-02-02,0.60,1,317,0,
351439,Rental unit in Florence · ★4.90 · 1 bedroom · 1 bed · 1 bath,1780007,Roberta & Stefano,,Centro Storico,43.76779,11.25987,Entire home/apt,140,3,204,2023-09-08,1.46,3,245,44,
354097,Rental unit in Florence · ★4.87 · 2 bedrooms · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,150,2,167,2023-07-15,1.20,6,336,30,
354112,Rental unit in Florence · ★4.89 · 2 bedrooms · 2 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,170,2,77,2023-08-15,0.56,6,324,7,
359054,Rental unit in Florence · ★4.89 · 1 bedroom · 2 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,140,2,95,2022-06-25,0.69,6,333,0,
359058,Rental unit in Florence · ★4.92 · 2 bedrooms · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,180,2,63,2023-06-11,0.45,6,321,2,
367374,Rental unit in Florence · ★4.85 · 2 bedrooms · 3 beds · 2 baths,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,220,2,92,2023-07-03,0.66,6,338,9,
367427,Rental unit in Florence · ★4.90 · 1 bedroom · 3 beds · 1 bath,1792856,Ulrika,,Centro Storico,43.76196,11.24245,Entire home/apt,120,2,79,2023-06-19,0.57,6,318,5,
367487,Condo in Florence · ★4.78 · 1 bedroom · 1 bed · 1 bath,1854501,Nadim,,Centro Storico,43.76856,11.26299,Entire home/apt,120,28,47,2023-08-29,0.74,1,84,2,
369523,Condo in Florence · ★4.61 · 1 bedroom · 1 bed · 1 bath,1863361,Stefano,,Gavinana Galluzzo,43.76399,11.27084,Entire home/apt,105,5,45,2023-08-17,0.33,1,340,14,
372687,Rental unit in Florence · ★4.20 · 2 bedrooms · 2 beds · 1 bath,4156491,Apartments Florence,,Centro Storico,43.76976,11.26376,Entire home/apt,270,3,10,2022-08-11,0.08,97,66,0,048017LTN4059
374731,Rental unit in Florence · ★4.39 · 1 bedroom · 1 bed · 1 bath,1885212,Patrizia,,Centro Storico,43.76607,11.24914,Entire home/apt,112,2,130,2023-09-09,0.93,7,113,19,
379760,Condo in Florence · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,1906603,Niccolò,,Campo di Marte,43.78391,11.28177,Entire home/apt,200,3,108,2023-09-10,0.97,1,3,2,
384095,Rental unit in Florence · ★4.08 · 1 bedroom · 1 bed · 1 bath,520878,Antonio,,Centro Storico,43.77516,11.2525,Private room,95,1,100,2023-04-24,0.72,1,250,11,
393927,Villa in Florence · ★4.82 · 2 bedrooms · 3 beds · 2 baths,1778421,Guido,,Campo di Marte,43.77696,11.30987,Entire home/apt,182,3,22,2023-08-16,0.28,4,139,6,
393928,Villa in Florence · ★4.81 · 1 bedroom · 1 bed · 1 bath,1778421,Guido,,Campo di Marte,43.7788,11.31186,Entire home/apt,217,3,83,2023-08-03,0.64,4,254,14,
396710,Bed and breakfast in Florence · ★4.61 · 1 bedroom · 2 beds · 1 private bath,1008798,Massimo,,Centro Storico,43.78065,11.24577,Hotel room,69,1,49,2022-07-17,0.55,4,0,0,
